reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.01,86.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.025,97.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.05,104.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.1,114.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.15,121.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.2,124.87760925292967
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.25,128.13504028320312
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.3,133.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.35,139.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.4,145.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.45,150.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.5,157.38898593629696
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.55,162.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.6,168.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.65,175.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.7,182.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.75,189.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.8,196.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.85,204.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.9,212.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.95,226.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.975,243.0
2026-03-07,01,0,wk inc flu hosp,2026-03-07,quantile,0.99,260.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.01,55.43516950549861
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.025,61.035992588739546
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.05,68.35834925469574
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.1,81.10406131678137
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.15,91.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.2,99.66829856935036
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.25,103.8425750732422
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.3,108.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.35,114.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.4,119.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.45,124.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.5,131.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.55,135.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.6,142.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.65,148.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.7,155.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.75,161.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.8,166.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.85,177.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.9,191.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.95,214.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.975,232.0
2026-03-07,01,1,wk inc flu hosp,2026-03-14,quantile,0.99,261.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.01,36.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.025,43.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.05,49.402065454629415
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.1,61.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.15,66.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.2,77.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.25,83.69198608398438
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.3,87.51156285210779
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.35,96.66233838334372
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.4,101.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.45,103.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.5,104.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.55,108.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.6,115.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.65,121.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.7,125.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.75,131.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.8,135.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.85,147.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.9,162.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.95,193.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.975,215.0
2026-03-07,01,2,wk inc flu hosp,2026-03-21,quantile,0.99,241.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.01,21.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.025,29.06056225531559
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.05,39.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.1,41.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.15,51.74277963114508
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.2,58.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.25,66.93234252929688
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.3,69.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.35,72.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.4,77.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.45,80.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.5,83.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.55,90.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.6,94.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.65,100.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.7,109.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.75,114.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.8,122.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.85,128.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.9,135.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.95,175.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.975,203.0
2026-03-07,01,3,wk inc flu hosp,2026-03-28,quantile,0.99,230.0
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.01,0.5946388862682197
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.025,0.7709270933768319
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.05,1.0
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.1,1.562582464349155
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.15,1.9873156396190121
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.2,2.269478806469212
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.25,2.999956250190735
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.3,3.0
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.35,3.461536422237677
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.4,3.8143397569656368
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.45,3.904234766960144
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.5,4.4976725578308105
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.55,4.595157861709595
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.6,5.194933891296387
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.65,5.308262825012207
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.7,5.924680948257446
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.75,6.0498528480529785
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.8,6.192100286483765
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.85,6.879361391067505
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.9,7.6249940395355225
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.95,9.0
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.975,11.0
2026-03-07,02,0,wk inc flu hosp,2026-03-07,quantile,0.99,11.5
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.01,0.01472983715016475
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.025,0.08537125664130014
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.05,0.2245276930406464
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.1,0.8999008595371399
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.15,1.0
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.2,1.4427774571145284
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.25,1.9317059969551627
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.3,2.0584442274124175
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.35,2.241759322297078
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.4,2.8571550187970347
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.45,3.0
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.5,3.085928067347915
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.55,3.641940827152977
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.6,3.8405864238739005
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.65,4.234095609260002
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.7,4.538397789001465
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.75,5.084363310074309
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.8,5.3059608936309814
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.85,5.960809707641602
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.9,6.674931049346924
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.95,8.0
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.975,10.5
2026-03-07,02,1,wk inc flu hosp,2026-03-14,quantile,0.99,12.5
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.01,0.0762486288129023
